,name,company,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,selling_price
4550,Hyundai Santro Xing GLS,Hyundai,2012,40000.0,Petrol,Individual,Manual,Second Owner,17.92,1086.0,62.1,5.0,300000.0
4551,Hyundai Santro Xing GLS,Hyundai,2012,40000.0,Petrol,Individual,Manual,Second Owner,17.92,1086.0,62.1,5.0,300000.0
4552,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,Hyundai,2018,20000.0,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,570000.0
4553,Tata Indigo CS eLX BS IV,Tata,2011,80000.0,Diesel,Individual,Manual,First Owner,23.03,1396.0,69.0,5.0,220000.0
4554,Maruti SX4 Vxi BSIV,Maruti,2012,99000.0,Petrol,Individual,Manual,Second Owner,15.5,1586.0,103.3,5.0,260000.0
4555,Maruti Swift AMT VXI,Maruti,2019,7500.0,Petrol,Individual,Automatic,First Owner,21.21,1197.0,81.8,5.0,600000.0
4556,Tata Nano XE,Tata,2015,60000.0,Petrol,Individual,Manual,First Owner,23.9,624.0,37.48,4.0,80000.0
4557,Hyundai EON Magna Plus,Hyundai,2016,40800.0,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,300000.0
4558,Tata Zest Revotron 1.2T XM,Tata,2015,70000.0,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5.0,300000.0
4559,Mahindra KUV 100 mFALCON G80 K8 5str,Mahindra,2016,100000.0,Petrol,Individual,Manual,First Owner,18.15,1198.0,82.0,5.0,400000.0
4560,Maruti Swift VXI BSIV,Maruti,2016,8588.0,Petrol,Individual,Manual,First Owner,22.0,1197.0,81.8,5.0,550000.0
4561,Honda City i-DTEC V,Honda,2019,40000.0,Diesel,Individual,Manual,First Owner,25.6,1498.0,97.9,5.0,1200000.0
4562,Ford Figo 1.5D Trend MT,Ford,2015,60000.0,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,5.0,500000.0
4563,Maruti Esteem Vxi - BSIII,Maruti,2005,80000.0,Petrol,Individual,Manual,Third Owner,15.9,1298.0,85.0,5.0,93000.0
4564,Honda City i DTEC SV,Honda,2014,110000.0,Diesel,Individual,Manual,First Owner,26.0,1498.0,98.6,5.0,500000.0
4565,Toyota Platinum Etios 1.4 GXD,Toyota,2018,150000.0,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.05,5.0,670000.0
4566,Toyota Innova 2.5 VX 7 STR,Toyota,2012,120000.0,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,7.0,750000.0
4567,Maruti Alto K10 VXI,Maruti,2017,30000.0,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,370000.0
4568,Maruti 800 Std,Maruti,2012,70000.0,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,100000.0
4569,Hyundai i10 Sportz 1.1L,Hyundai,2016,50000.0,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5.0,425000.0
4570,Toyota Innova 2.5 V Diesel 8-seater,Toyota,2006,305000.0,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494.0,102.0,8.0,370000.0
4571,Toyota Etios GD,Toyota,2012,158500.0,Diesel,Individual,Manual,Third Owner,11.57,2179.0,138.1,7.0,400000.0
4572,Tata New Safari DICOR 2.2 EX 4x2,Tata,2009,212000.0,Diesel,Individual,Manual,Third Owner,11.57,2179.0,138.1,7.0,229999.0
4573,Maruti Ertiga SHVS VDI,Maruti,2016,35000.0,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7.0,850000.0
4574,Mahindra Verito 1.5 D4 BSIV,Mahindra,2018,22000.0,Diesel,Individual,Manual,First Owner,21.03,1461.0,65.0,5.0,750000.0
4575,Tata Winger Deluxe - Flat Roof (Non-AC),Tata,2010,50000.0,Diesel,Individual,Manual,First Owner,10.71,1948.0,90.0,14.0,235000.0
4576,Honda WR-V i-DTEC S,Honda,2017,70000.0,Diesel,Individual,Manual,First Owner,25.5,1498.0,98.6,5.0,700000.0
4577,Hyundai Grand i10 CRDi Magna,Hyundai,2016,56000.0,Diesel,Individual,Manual,First Owner,24.0,1120.0,70.0,5.0,480000.0
4578,Tata Zest Quadrajet 1.3 75PS XM,Tata,2016,50000.0,Diesel,Individual,Manual,First Owner,22.95,1248.0,74.0,5.0,475000.0
4579,Skoda Rapid 1.5 TDI Ambition,Skoda,2015,120000.0,Diesel,Individual,Manual,First Owner,21.14,1498.0,103.52,5.0,610000.0
4580,Toyota Innova 2.5 G4 Diesel 8-seater,Toyota,2011,120000.0,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,8.0,650000.0
4581,Honda WR-V i-DTEC S,Honda,2017,70000.0,Diesel,Individual,Manual,First Owner,25.5,1498.0,98.6,5.0,800000.0
4582,Tata New Safari DICOR 2.2 EX 4x2,Tata,2015,120000.0,Diesel,Individual,Manual,First Owner,11.57,2179.0,138.1,7.0,520000.0
4583,Tata Indica V2 eLS,Tata,2014,90000.0,Diesel,Individual,Manual,First Owner,25.0,1396.0,69.0,5.0,160000.0
4584,Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,Maruti,2018,70000.0,Diesel,Individual,Manual,First Owner,25.1,1248.0,88.5,5.0,1000000.0
4585,Maruti Ertiga VDI,Maruti,2015,120000.0,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.76,7.0,700000.0
4586,Honda Amaze S i-DTEC,Honda,2017,70000.0,Diesel,Individual,Manual,Second Owner,25.8,1498.0,98.6,5.0,590000.0
4587,Maruti Wagon R VXI,Maruti,2002,80000.0,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5.0,140000.0
4588,Mahindra TUV 300 mHAWK100 T8,Mahindra,2017,100000.0,Diesel,Individual,Manual,Second Owner,18.49,1493.0,100.0,7.0,725000.0
4589,Toyota Innova Crysta 2.4 ZX MT BSIV,Toyota,2017,157000.0,Diesel,Individual,Manual,First Owner,13.68,2393.0,147.8,7.0,1680000.0
4590,Maruti Swift Dzire VDI,Maruti,2015,50000.0,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,550000.0
4591,Maruti Ritz VDi,Maruti,2012,90000.0,Diesel,Individual,Manual,Second Owner,23.2,1248.0,73.94,5.0,240000.0
4592,Chevrolet Captiva 2.2 LT,Chevrolet,2013,65000.0,Diesel,Individual,Manual,First Owner,14.6,2231.0,184.0,7.0,667000.0
4593,Honda Jazz 1.5 S i DTEC,Honda,2017,50000.0,Diesel,Individual,Manual,First Owner,27.3,1498.0,98.6,5.0,670000.0
4594,Maruti Swift Dzire VDI,Maruti,2015,110000.0,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,550000.0
4595,Maruti Celerio ZXI,Maruti,2015,30000.0,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5.0,400000.0
4596,Hyundai Verna 1.6 SX,Hyundai,2014,80000.0,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,5.0,545000.0
4597,Maruti Ertiga LXI,Maruti,2015,70000.0,Petrol,Individual,Manual,First Owner,16.02,1373.0,93.7,7.0,599000.0
4598,Hyundai Creta 1.4 CRDi S,Hyundai,2016,100000.0,Diesel,Individual,Manual,First Owner,21.38,1396.0,88.7,5.0,725000.0
4599,Honda City i VTEC V,Honda,2015,120000.0,Petrol,Individual,Manual,Second Owner,17.4,1497.0,117.3,5.0,525000.0
4600,Maruti Ritz VDi,Maruti,2011,85000.0,Diesel,Individual,Manual,Second Owner,21.1,1248.0,73.9,5.0,204999.0
4601,Skoda Fabia Scout 1.2 TDI,Skoda,2012,110000.0,Diesel,Individual,Manual,First Owner,21.0,1199.0,75.0,5.0,190000.0
4602,Hyundai Grand i10 CRDi Sportz,Hyundai,2015,60000.0,Diesel,Individual,Manual,Fourth & Above Owner,24.0,1120.0,70.0,5.0,310000.0
4603,Hyundai Grand i10 CRDi Sportz,Hyundai,2016,90000.0,Diesel,Individual,Manual,Second Owner,24.0,1120.0,70.0,5.0,380000.0
4604,Maruti Alto K10 2010-2014 VXI,Maruti,2012,110000.0,Petrol,Individual,Manual,Third Owner,20.92,998.0,67.1,5.0,204000.0
4605,Hyundai EON 1.0 Era Plus,Hyundai,2018,25000.0,Petrol,Individual,Manual,First Owner,20.3,998.0,68.05,5.0,350000.0
4606,Volkswagen Vento Diesel Highline,Volkswagen,2013,100000.0,Diesel,Individual,Manual,First Owner,20.54,1598.0,103.6,5.0,350000.0
4607,Ford Figo Diesel Titanium,Ford,2012,120000.0,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0,175000.0
4608,Volkswagen Vento Diesel Highline,Volkswagen,2011,90000.0,Diesel,Individual,Manual,First Owner,20.54,1598.0,103.6,5.0,340000.0
4609,Honda City i-VTEC VX,Honda,2017,35000.0,Petrol,Individual,Manual,First Owner,17.4,1497.0,117.6,5.0,950000.0
4610,Honda City i VTEC V,Honda,2017,35000.0,Petrol,Individual,Manual,First Owner,17.8,1497.0,117.3,5.0,894999.0
4611,Tata Sumo Gold EX,Tata,2014,101200.0,Diesel,Individual,Manual,Second Owner,15.3,2956.0,83.83,7.0,350000.0
4612,Tata Indigo GLX,Tata,2005,90000.0,Petrol,Individual,Manual,Second Owner,12.8,1396.0,85.0,5.0,100000.0
4613,Maruti Swift Dzire VDI,Maruti,2016,76000.0,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,550000.0
4614,Tata Indigo LX,Tata,2004,60000.0,Diesel,Individual,Manual,Third Owner,16.1,1405.0,70.0,5.0,100000.0
4615,Mahindra XUV500 W6 2WD,Mahindra,2016,90000.0,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,7.0,800000.0
4616,Mahindra Bolero 2011-2019 ZLX BSIII,Mahindra,2013,80000.0,Diesel,Individual,Manual,Second Owner,15.96,2523.0,62.1,7.0,525000.0
4617,Tata New Safari DICOR 2.2 EX 4x2,Tata,2008,179150.0,Diesel,Individual,Manual,Second Owner,11.57,2179.0,138.1,7.0,500000.0
4618,Maruti 800 Std MPFi,Maruti,2003,62000.0,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4.0,42000.0
4619,Maruti Swift Dzire 1.2 Lxi BSIV,Maruti,2009,160000.0,Petrol,Individual,Manual,Third Owner,17.5,1197.0,85.8,5.0,190000.0
4620,Maruti Swift Dzire VDI,Maruti,2019,35000.0,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,694000.0
4621,Mahindra XUV500 AT W6 2WD,Mahindra,2016,120000.0,Diesel,Individual,Automatic,First Owner,16.0,2179.0,140.0,7.0,861999.0
4622,Honda Amaze SX i-DTEC,Honda,2017,50000.0,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5.0,650000.0
4623,Maruti Swift Dzire ZDi,Maruti,2011,70000.0,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0,310000.0
4624,Maruti Swift VDI,Maruti,2013,97000.0,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5.0,360000.0
4625,Maruti Swift Dzire LDi,Maruti,2011,90000.0,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0,240000.0
4626,Mahindra XUV500 W8 AWD,Mahindra,2012,84487.0,Diesel,Individual,Manual,Fourth & Above Owner,15.1,2179.0,140.0,7.0,500000.0
4627,Toyota Innova 2.5 GX 7 STR,Toyota,2010,100000.0,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,7.0,475000.0
4628,Maruti Alto LX,Maruti,2007,60000.0,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5.0,100000.0
4629,Maruti SX4 Zxi BSIII,Maruti,2009,110000.0,Petrol,Individual,Manual,Third Owner,15.0,1586.0,104.68,5.0,200000.0
4630,Toyota Innova 2.5 G2,Toyota,2006,264000.0,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,8.0,430000.0
4631,Mahindra Xylo E4 BS IV,Mahindra,2010,146000.0,Diesel,Individual,Manual,Fourth & Above Owner,14.0,2498.0,112.0,7.0,245000.0
4632,Maruti Swift Dzire VDI,Maruti,2014,70000.0,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,450000.0
4633,Maruti Vitara Brezza VDi Option,Maruti,2017,51146.0,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,800000.0
4634,Maruti Ritz LXI,Maruti,2011,40000.0,Petrol,Individual,Manual,First Owner,21.1,1197.0,85.8,5.0,215000.0
4635,Maruti Vitara Brezza VDi Option,Maruti,2017,50000.0,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,760000.0
4636,Volkswagen Polo 1.5 TDI Comfortline,Volkswagen,2015,80000.0,Diesel,Individual,Manual,First Owner,20.14,1498.0,88.8,5.0,416000.0
4637,Maruti Wagon R LXI BSIII,Maruti,2011,120000.0,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5.0,195000.0
4638,Maruti Alto 800 VXI,Maruti,2017,23000.0,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,325000.0
4639,Maruti Alto K10 LXI,Maruti,2010,70000.0,Petrol,Individual,Manual,Second Owner,20.92,998.0,67.1,5.0,145000.0
4640,Maruti Swift VDI,Maruti,2018,23000.0,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.0,5.0,675000.0
4641,Maruti Wagon R VXI Optional,Maruti,2016,30000.0,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.04,5.0,340000.0
4642,Tata Manza Aura Plus Quadrajet BS IV,Tata,2011,50000.0,Diesel,Individual,Manual,First Owner,19.0,1248.0,90.0,5.0,340000.0
4643,Maruti Omni MPI STD BSIV,Maruti,2014,40000.0,Petrol,Individual,Manual,First Owner,16.8,796.0,34.2,5.0,260000.0
4644,Maruti Alto 800 LXI,Maruti,2015,50000.0,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,300000.0
4645,Maruti 800 AC,Maruti,2007,60000.0,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,75000.0
4646,Tata Indica Vista TDI LX,Tata,2011,80000.0,Diesel,Individual,Manual,First Owner,19.4,1405.0,70.0,5.0,350000.0
4647,Maruti XL6 Alpha,Maruti,2019,15000.0,Petrol,Individual,Manual,First Owner,19.01,1462.0,103.2,6.0,1000000.0
4648,Tata Manza Aura (ABS) Quadrajet BS IV,Tata,2010,150000.0,Diesel,Individual,Manual,Third Owner,21.12,1248.0,88.8,5.0,170000.0
4649,Maruti Swift Dzire Tour S CNG,Maruti,2018,40000.0,Petrol,Individual,Manual,First Owner,19.0,1197.0,85.8,5.0,600000.0
4650,Honda City 1.5 V AT,Honda,2010,25000.0,Petrol,Individual,Automatic,First Owner,16.8,1497.0,118.0,5.0,800000.0
4651,Force One EX,Force,2018,120000.0,Diesel,Individual,Manual,Second Owner,17.0,2650.0,80.84,7.0,850000.0
4652,Mahindra XUV500 W6 2WD,Mahindra,2014,120000.0,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,7.0,980000.0
4653,Ford Endeavour 2.5L 4X2,Ford,2011,298000.0,Diesel,Individual,Manual,Second Owner,13.1,2499.0,141.0,7.0,850000.0
4654,Tata Sumo Gold GX BSIII,Tata,2012,270000.0,Diesel,Individual,Manual,Third Owner,14.07,2956.0,68.4,7.0,340000.0
4655,Maruti Vitara Brezza ZDi AMT,Maruti,2018,50000.0,Diesel,Individual,Automatic,Second Owner,24.3,1248.0,88.5,5.0,900000.0
4656,Maruti Swift Dzire VDi,Maruti,2010,120000.0,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0,310000.0
4657,Maruti Ertiga ZDI,Maruti,2013,60000.0,Diesel,Individual,Manual,Third Owner,20.77,1248.0,88.8,7.0,600000.0
4658,Maruti Swift Dzire ZDi,Maruti,2008,149000.0,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0,270000.0
4659,Hyundai Santro Sportz BSIV,Hyundai,2019,5000.0,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,5.0,509999.0
4660,Tata Indica Vista TDI LX,Tata,2013,70000.0,Diesel,Individual,Manual,Second Owner,19.4,1405.0,70.0,5.0,225000.0
4661,Hyundai i10 Magna,Hyundai,2015,55000.0,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0,280000.0
4662,Tata Tiago 1.05 Revotorq XZ WO Alloy,Tata,2016,100000.0,Diesel,Individual,Manual,First Owner,27.28,1047.0,69.0,5.0,490000.0
4663,Mahindra Bolero 2011-2019 Plus AC,Mahindra,2013,120000.0,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,9.0,440000.0
4664,Tata Safari Storme EX,Tata,2014,291977.0,Diesel,Individual,Manual,First Owner,14.0,2179.0,138.1,7.0,500000.0
4665,Honda CR-V 2.4L 4WD,Honda,2005,85000.0,Petrol,Individual,Manual,Third Owner,11.1,2354.0,158.8,5.0,476999.0
4666,Hyundai i20 Active 1.2 S,Hyundai,2015,70000.0,Petrol,Individual,Manual,Third Owner,17.19,1197.0,81.86,5.0,590000.0
4667,Ford Endeavour 2.5L 4X2 MT,Ford,2010,120000.0,Diesel,Individual,Manual,First Owner,13.1,2499.0,141.0,7.0,500000.0
4668,Ford EcoSport 1.5 TDCi Titanium BSIV,Ford,2015,40000.0,Diesel,Individual,Manual,First Owner,22.77,1498.0,98.59,5.0,600000.0
4669,Mahindra Scorpio 1.99 S4,Mahindra,2016,70000.0,Diesel,Individual,Manual,First Owner,15.4,1997.0,120.0,7.0,750000.0
4670,BMW 3 Series 320d GT Luxury Line,BMW,2017,39000.0,Diesel,Dealer,Automatic,First Owner,19.59,1995.0,187.74,5.0,2950000.0
4671,BMW 5 Series 520d Luxury Line,BMW,2019,10000.0,Diesel,Dealer,Automatic,First Owner,18.12,1995.0,190.0,5.0,5200000.0
4672,Volkswagen Polo 1.5 TDI Comfortline,Volkswagen,2019,36800.0,Diesel,Dealer,Manual,First Owner,20.14,1498.0,88.0,5.0,695000.0
4673,Maruti Swift Dzire VDI Optional,Maruti,2018,52200.0,Diesel,Dealer,Manual,First Owner,26.59,1248.0,74.0,5.0,690000.0
4674,Hyundai Grand i10 1.2 CRDi Magna,Hyundai,2016,78000.0,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5.0,409999.0
4675,Tata Harrier XZ Plus,Tata,2020,16000.0,Diesel,Dealer,Manual,First Owner,17.0,1956.0,167.67,5.0,1650000.0
4676,Audi Q3 2.0 TDI Quattro Premium Plus,Audi,2016,30000.0,Diesel,Dealer,Automatic,First Owner,15.73,1968.0,174.33,5.0,2375000.0
4677,Hyundai Grand i10 1.2 CRDi Sportz,Hyundai,2017,29000.0,Diesel,Dealer,Manual,Second Owner,24.0,1186.0,73.97,5.0,525000.0
4678,Jeep Compass 2.0 Limited Plus 4X4,Jeep,2019,25000.0,Diesel,Dealer,Manual,First Owner,16.3,1956.0,170.63,5.0,2150000.0
4679,Mahindra XUV500 W8 2WD,Mahindra,2013,60000.0,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140.0,7.0,540000.0
4680,Toyota Fortuner 4x4 AT,Toyota,2017,60000.0,Diesel,Dealer,Automatic,Second Owner,12.55,2982.0,168.5,7.0,2750000.0
4681,Mahindra Scorpio 1.99 S10 4WD,Mahindra,2016,112000.0,Diesel,Dealer,Manual,Second Owner,15.4,1997.0,120.0,7.0,1000000.0
4682,Audi A4 35 TDI Premium Plus,Audi,2018,15000.0,Diesel,Dealer,Automatic,First Owner,18.25,1968.0,187.74,5.0,2900000.0
4683,Mahindra TUV 300 mHAWK100 T8,Mahindra,2017,40000.0,Diesel,Dealer,Manual,First Owner,18.49,1493.0,100.0,7.0,725000.0
4684,Maruti Ciaz Alpha Diesel,Maruti,2018,36000.0,Diesel,Dealer,Manual,First Owner,28.09,1248.0,88.5,5.0,975000.0
4685,Maruti Wagon R VXI,Maruti,2016,60000.0,Petrol,Dealer,Manual,First Owner,21.79,998.0,67.05,5.0,355000.0
4686,Honda CR-V 2.4L 4WD MT,Honda,2008,120000.0,Petrol,Individual,Manual,First Owner,11.1,2354.0,158.8,5.0,400000.0
4687,Maruti Alto 800 VXI BSIV,Maruti,2015,48000.0,Petrol,Dealer,Manual,First Owner,24.7,796.0,47.3,5.0,265000.0
4688,Volkswagen Polo 2015-2019 1.5 TDI Highline Plus,Volkswagen,2018,40000.0,Diesel,Dealer,Manual,First Owner,20.14,1498.0,88.0,5.0,650000.0
4689,Maruti Ciaz 1.3 Alpha,Maruti,2017,60000.0,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5.0,720000.0
4690,Hyundai Verna 1.6 VTVT S,Hyundai,2016,25000.0,Petrol,Individual,Manual,First Owner,17.01,1591.0,121.3,5.0,850000.0
4691,Maruti Alto K10 VXI,Maruti,2015,42000.0,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,290000.0
4692,Mercedes-Benz E-Class E 250 Elegance,Mercedes-Benz,2010,35000.0,Petrol,Individual,Automatic,Second Owner,10.93,2497.0,204.0,5.0,1200000.0
4693,Mahindra TUV 300 T8 AMT,Mahindra,2016,90000.0,Diesel,Individual,Automatic,Second Owner,18.49,1493.0,100.0,7.0,600000.0
4694,Maruti Ritz VDi,Maruti,2011,90000.0,Diesel,Individual,Manual,Second Owner,21.1,1248.0,73.9,5.0,300000.0
4695,Renault Pulse RxL,Renault,2012,110000.0,Diesel,Individual,Manual,Second Owner,23.08,1461.0,63.12,5.0,225000.0
4696,Maruti Swift Dzire VDi,Maruti,2009,70000.0,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0,240000.0
4697,Hyundai Verna 1.6 SX,Hyundai,2014,80000.0,Diesel,Individual,Manual,First Owner,22.32,1582.0,126.32,5.0,700000.0
4698,Maruti Swift VDI BSIV,Maruti,2014,70000.0,Diesel,Individual,Manual,Second Owner,25.2,1248.0,74.0,5.0,470000.0
4699,Hyundai i20 Active 1.4 SX Dual Tone,Hyundai,2016,80000.0,Diesel,Individual,Manual,First Owner,21.19,1396.0,88.73,5.0,800000.0
4700,Renault Duster 110PS Diesel RxZ,Renault,2012,90000.0,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.45,5.0,450000.0
4701,Tata Indica V2 DLE BSII,Tata,2007,90000.0,Diesel,Individual,Manual,Third Owner,17.2,1396.0,53.5,5.0,90000.0
4702,Toyota Corolla Altis Diesel D4DG,Toyota,2010,120000.0,Diesel,Individual,Manual,Second Owner,21.43,1364.0,87.2,5.0,450000.0
4703,Toyota Etios Liva GD,Toyota,2012,107500.0,Diesel,Individual,Manual,Second Owner,11.36,2755.0,171.5,7.0,400000.0
4704,Toyota Innova Crysta 2.8 GX AT BSIV,Toyota,2017,62000.0,Diesel,Dealer,Automatic,First Owner,11.36,2755.0,171.5,7.0,1465000.0
4705,Hyundai Creta 1.6 CRDi SX Plus,Hyundai,2016,79000.0,Diesel,Dealer,Manual,First Owner,19.67,1582.0,126.2,5.0,925000.0
4706,Toyota Innova Crysta 2.4 GX MT BSIV,Toyota,2016,60000.0,Diesel,Dealer,Manual,Second Owner,13.68,2393.0,147.8,7.0,1385000.0
4707,Toyota Fortuner 4x4 MT,Toyota,2015,20000.0,Diesel,Individual,Manual,First Owner,12.55,2982.0,168.5,7.0,2000000.0
4708,Tata Indigo LS,Tata,2004,248200.0,Diesel,Individual,Manual,Second Owner,16.1,1405.0,70.0,5.0,80000.0
4709,Mahindra Scorpio SLX 2.6 Turbo 8 Str,Mahindra,2007,110000.0,Diesel,Individual,Manual,Second Owner,10.5,2179.0,120.0,7.0,300000.0
4710,Maruti Swift Dzire VDi,Maruti,2009,100000.0,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5.0,360000.0
4711,Hyundai Verna Transform CRDi VGT SX ABS,Hyundai,2010,70000.0,Diesel,Individual,Manual,Second Owner,16.2,1493.0,110.0,5.0,320000.0
4712,Ambassador Classic 2000 DSZ AC PS,Ambassador,1994,100000.0,Diesel,Individual,Manual,Second Owner,12.8,1995.0,52.0,5.0,99000.0
4713,Maruti Ertiga SHVS ZDI,Maruti,2016,50000.0,Diesel,Individual,Manual,Second Owner,24.52,1248.0,88.5,7.0,780000.0
4714,Maruti Ertiga VDI,Maruti,2013,139000.0,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,7.0,620000.0
4715,Skoda Octavia RS 1.8 Turbo Petrol MT,Skoda,2006,120000.0,Petrol,Individual,Manual,Third Owner,13.1,1781.0,149.5,5.0,100000.0
4716,Tata Indica Vista Safire GLX,Tata,2014,35000.0,Petrol,Individual,Manual,Second Owner,16.7,1172.0,64.1,5.0,210000.0
4717,Mahindra Bolero 2011-2019 SLE,Mahindra,2015,80000.0,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,375000.0
4718,Renault Triber RXZ,Renault,2019,7720.0,Petrol,Individual,Manual,First Owner,20.0,999.0,71.0,7.0,786000.0
4719,Mahindra XUV500 W8 AWD,Mahindra,2014,50000.0,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7.0,1000000.0
4720,Maruti Zen D,Maruti,2002,60000.0,Diesel,Individual,Manual,Second Owner,20.8,1527.0,58.0,5.0,120000.0
4721,Mahindra Verito Vibe 1.5 dCi D6,Mahindra,2016,100000.0,Diesel,Individual,Manual,First Owner,20.8,1461.0,64.1,5.0,750000.0
4722,Hyundai i20 Magna 1.2,Hyundai,2016,57882.0,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,550000.0
4723,Tata Safari Storme LX,Tata,2018,142000.0,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,5.0,875000.0
4724,Tata Safari Storme LX,Tata,2018,140000.0,Diesel,Individual,Manual,Third Owner,14.1,2179.0,147.94,5.0,890000.0
4725,Maruti Ertiga ZXI,Maruti,2015,35000.0,Petrol,Individual,Manual,First Owner,16.02,1373.0,93.7,7.0,700000.0
4726,Mahindra Bolero 2011-2019 SLX,Mahindra,2015,30000.0,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,550000.0
4727,Datsun GO T Petrol,Datsun,2018,10000.0,Petrol,Individual,Manual,First Owner,19.83,1198.0,67.0,5.0,400000.0
4728,Maruti Celerio VXI,Maruti,2015,30000.0,Petrol,Individual,Manual,Second Owner,23.1,998.0,67.04,5.0,290000.0
4729,Tata Indigo CS LS (TDI) BS III,Tata,2012,90000.0,Diesel,Individual,Manual,First Owner,19.09,1396.0,69.0,5.0,150000.0
4730,Maruti Eeco 7 Seater Standard BSIV,Maruti,2015,35000.0,Petrol,Individual,Manual,Second Owner,15.37,1196.0,73.0,7.0,300000.0
4731,Maruti Swift 1.3 VXi,Maruti,2009,25000.0,Petrol,Individual,Manual,First Owner,21.79,998.0,67.05,5.0,220000.0
4732,Maruti Wagon R LXI,Maruti,2008,35008.0,Petrol,Dealer,Manual,First Owner,21.79,998.0,67.05,5.0,221000.0
4733,Datsun RediGO T,Datsun,2017,31100.0,Petrol,Dealer,Manual,First Owner,22.7,799.0,53.64,5.0,270000.0
4734,Hyundai Xcent 1.1 CRDi Base,Hyundai,2014,42312.0,Diesel,Dealer,Manual,First Owner,24.4,1120.0,71.0,5.0,455000.0
4735,Toyota Etios G Safety,Toyota,2011,72000.0,Petrol,Dealer,Manual,First Owner,17.6,1496.0,88.7,5.0,300000.0
4736,Toyota Etios Liva 1.4 GD,Toyota,2014,54891.0,Diesel,Dealer,Manual,First Owner,23.59,1364.0,67.04,5.0,480000.0
4737,Hyundai Verna CRDi 1.6 AT SX Plus,Hyundai,2018,30000.0,Diesel,Individual,Automatic,First Owner,22.0,1582.0,126.2,5.0,1000000.0
